id_perfil,nombre_perfil,rank,id_documento,titulo,fuente,seccion,tipo_archivo,ruta_local,url_origen,score_similitud,embedding_perfil_preview,embedding_documento_preview,texto_documento_muestra
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,1,doc_0055,Consultoría de Proyectos y Captación de Financiación,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Consultoría de Proyectos y Captación de Financiación.pdf,,0.598265,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[-0.0011, -0.0159, -0.0384, 0.0449, 0.0934, 0.0358, -0.0562, 0.025]","Consultoría de Proyectos y Captación de Financiación | CEEI Elche | Fichas | pdf | Consultoría de Proyectos y Captación de Financiación CEEI Elche Fichas pdf Fichas de Actividades Empresariales CONTEXTO SECTORIAL Las empresas consultoras de proyectos y captación de financiación ayudan tanto a emprendedores como a otras empresas a conseguir nuevas fuentes de financiación, pública o privada. A nivel nacional, las empresas de consultoría han sufrido un descenso del 2,4% en su facturación, debido fu"
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,2,doc_0279,Escalabilidad Startups (57) Manual de Gestión Empresarial elaborado por Roberto Touza,CEEI Valencia,Ficha_HTML,txt,data/raw/ceei_valencia/txt/14624_escalabilidad_startups_57_manual_de_gestión_empresarial_elaborado_por_roberto_touza.txt,https://ceeivalencia.emprenemjunts.es/?op=13&n=14624,0.593291,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[-0.0365, -0.0614, -0.0218, 0.0397, 0.018, 0.0147, -0.0105, 0.0439]",Escalabilidad Startups (57) Manual de Gestión Empresarial elaborado por Roberto Touza | CEEI Valencia | Ficha_HTML | txt | https://ceeivalencia.emprenemjunts.es/?op=13&n=14624 | Escalabilidad Startups (57) Manual de Gestión Empresarial elaborado por Roberto Touza CEEI Valencia Ficha_HTML txt https://ceeivalencia.emprenemjunts.es/?op=13&n=14624 TITULO: Escalabilidad Startups (57) Manual de Gestión Empresarial elaborado por Roberto Touza URL_PAGINA: https://ceeivalencia.emprenemjunts.es/?op=13&n=1
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,3,doc_0291,Métricas para Startups (58) Manual de Gestión Empresarial elaborado por Roberto Touza,CEEI Valencia,Ficha_HTML,txt,data/raw/ceei_valencia/txt/14801_métricas_para_startups_58_manual_de_gestión_empresarial_elaborado_por_roberto_touza.txt,https://ceeivalencia.emprenemjunts.es/?op=13&n=14801,0.593173,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[-0.0542, -0.0599, 0.0065, 0.0394, 0.0453, 0.0256, -0.0136, 0.0592]",Métricas para Startups (58) Manual de Gestión Empresarial elaborado por Roberto Touza | CEEI Valencia | Ficha_HTML | txt | https://ceeivalencia.emprenemjunts.es/?op=13&n=14801 | Métricas para Startups (58) Manual de Gestión Empresarial elaborado por Roberto Touza CEEI Valencia Ficha_HTML txt https://ceeivalencia.emprenemjunts.es/?op=13&n=14801 TITULO: Métricas para Startups (58) Manual de Gestión Empresarial elaborado por Roberto Touza URL_PAGINA: https://ceeivalencia.emprenemjunts.es/?op=13&n=1
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,4,doc_0151,_Cómo gestionar un _funnel_ de innovación_De ideación a implantación,CEEI Elche,Infografias,pdf,data/raw/ceei_elche/pdf/Infografias/_Cómo gestionar un _funnel_ de innovación_De ideación a implantación.pdf,,0.577931,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[-0.0319, -0.0429, 0.0171, -0.04, 0.0334, -0.0237, 0.0066, -0.0046]","_Cómo gestionar un _funnel_ de innovación_De ideación a implantación | CEEI Elche | Infografias | pdf | _Cómo gestionar un _funnel_ de innovación_De ideación a implantación CEEI Elche Infografias pdf El funnel de innovación es un embudo que permite ﬁltrar ideas de manera progresiva, ayudando a priorizar esfuerzos y a mantener alineación estratégica con los objetivos de negocio. Como gestionar un funnel de innovacion: DE IDEACIÓN A IMPLANTACIÓN ¿QUÉ ES UN FUNNEL DE INNOVACIÓN? SELECCIÓN DE IDEAS"
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,5,doc_0370,Plan de Internacionalización de Empresas (16) Manuales emprenemjunts para emprendedores y pymes,CEEI Valencia,Ficha_HTML,txt,data/raw/ceei_valencia/txt/330_plan_de_internacionalización_de_empresas_16_manuales_emprenemjunts_para_emprendedores_y_pymes.txt,https://ceeivalencia.emprenemjunts.es/?op=13&n=330,0.575915,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[0.0154, -0.0545, 0.0397, 0.0069, 0.0622, -0.0274, -0.0254, 0.0262]",Plan de Internacionalización de Empresas (16) Manuales emprenemjunts para emprendedores y pymes | CEEI Valencia | Ficha_HTML | txt | https://ceeivalencia.emprenemjunts.es/?op=13&n=330 | Plan de Internacionalización de Empresas (16) Manuales emprenemjunts para emprendedores y pymes CEEI Valencia Ficha_HTML txt https://ceeivalencia.emprenemjunts.es/?op=13&n=330 TITULO: Plan de Internacionalización de Empresas (16) Manuales emprenemjunts para emprendedores y pymes URL_PAGINA: https://ceeivalencia.e
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,6,doc_0167,Gestión Ágil y StartupPara emprendedores y startups,CEEI Elche,Infografias,pdf,data/raw/ceei_elche/pdf/Infografias/Gestión Ágil y StartupPara emprendedores y startups.pdf,,0.574143,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[-0.0111, -0.0026, 0.0291, 0.0467, 0.0519, -0.0515, 0.0177, 0.0249]","Gestión Ágil y StartupPara emprendedores y startups | CEEI Elche | Infografias | pdf | Gestión Ágil y StartupPara emprendedores y startups CEEI Elche Infografias pdf GESTIÓN ÁGIL Y STARTUPSGESTIÓN ÁGIL Y STARTUPS ¿Qué es una Startup? Es un Proyecto de negocio, con: ¿Qué es una Startup? Es un Proyecto de negocio, con: INNOVACIÓN tecnológica y/o digital www.emprenemjunts.eswww.emprenemjunts.es GESTIÓN clásica o predictiva PLANIFICACIÓ inicial exhaustiva RIGIDEZ frente a los cambios ESCALABILIDAD I"
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,7,doc_0281,"Estrategias, Métricas y Análisis para la Escalabilidad de Startups",CEEI Valencia,Ficha_HTML,txt,data/raw/ceei_valencia/txt/14626_estrategias_métricas_y_análisis_para_la_escalabilidad_de_startups.txt,https://ceeivalencia.emprenemjunts.es/?op=13&n=14626,0.564402,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[-0.0298, -0.0926, -0.0003, 0.0468, -0.0041, 0.0037, -0.03, 0.0801]","Estrategias, Métricas y Análisis para la Escalabilidad de Startups | CEEI Valencia | Ficha_HTML | txt | https://ceeivalencia.emprenemjunts.es/?op=13&n=14626 | Estrategias, Métricas y Análisis para la Escalabilidad de Startups CEEI Valencia Ficha_HTML txt https://ceeivalencia.emprenemjunts.es/?op=13&n=14626 TITULO: Estrategias, Métricas y Análisis para la Escalabilidad de Startups URL_PAGINA: https://ceeivalencia.emprenemjunts.es/?op=13&n=14626 URL_DESCARGA_ORIGINAL: https://ceeivalencia.emprenem"
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,8,doc_0199,Informe Benchmarking CEEI Elche 2018-2019_ Análisis sobre metodologías y herramientas de innovación_Informes y estudios,CEEI Elche,Informes_y_Publicaciones,pdf,data/raw/ceei_elche/pdf/Informes_y_Publicaciones/Informe Benchmarking CEEI Elche 2018-2019_ Análisis sobre metodologías y herramientas de innovación_Informes y estudios.pdf,,0.563416,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[-0.1188, -0.0273, 0.0186, -0.0117, 0.0116, 0.0196, -0.0644, 0.0141]","Informe Benchmarking CEEI Elche 2018-2019_ Análisis sobre metodologías y herramientas de innovación_Informes y estudios | CEEI Elche | Informes_y_Publicaciones | pdf | Informe Benchmarking CEEI Elche 2018-2019_ Análisis sobre metodologías y herramientas de innovación_Informes y estudios CEEI Elche Informes_y_Publicaciones pdf Informe Benchmarking CEEI Elche 2018-2019 Servicios, Herramientas y Metodologías para el desarrollo y crecimiento empresarial Este proyecto ha sido elaborado gracias al apo"
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,9,doc_0092,Gabinete de Diseño Industrial,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Gabinete de Diseño Industrial.pdf,,0.557738,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[-0.0105, -0.0327, 0.0498, 0.0265, -0.0005, -0.0475, -0.0345, 0.0732]","Gabinete de Diseño Industrial | CEEI Elche | Fichas | pdf | Gabinete de Diseño Industrial CEEI Elche Fichas pdf CONTEXTO SECTORIAL Fichas de Actividades Empresariales www.recursosparaemprendedores.es DAFO AMENAZAS PUNTOS FUERTES OPORTUNIDADES PUNTOS DÉBILES · Evolución de la actividad condicionada por la situación económica general. · Falta de personal cualificado. · Escasa dimensión de muchos potenciales clientes. · Competencia globalizada. · Mercado potencial muy amplio. · Disposición, desde e"
perfil_002_ceo_scaling_internacional,CEO de startup en fase de escalado internacional,10,doc_0053,Consultoría de Internacionalización,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Consultoría de Internacionalización.pdf,,0.556106,"[-0.0276, 0.0074, 0.0048, -0.0155, -0.0024, -0.02, 0.0168, 0.08]","[0.0164, -0.0409, 0.0171, -0.043, 0.0395, -0.0075, -0.0596, 0.0285]","Consultoría de Internacionalización | CEEI Elche | Fichas | pdf | Consultoría de Internacionalización CEEI Elche Fichas pdf Fichas de Actividades Empresariales www.recursosparaemprendedores.es RANKING DE PRINCIPALES PAÍSES DESTINO DE EXPORTACIÓN ESPAÑOLA, 2011 AMENAZAS Riesgos no previstos de inicio Competencia ya consolidada en el sector Mercado cerrado a nuevos competidores PUNTOS FUERTES Clientes que valoran la presencia internacional y prestigio de imagen Incorporación de personal altamente"
perfil_003_consultor_silver,Consultor senior Silver en transición,1,doc_0155,Claves para crear una cultura de innovación colaborativa en tu empresa,CEEI Elche,Infografias,pdf,data/raw/ceei_elche/pdf/Infografias/Claves para crear una cultura de innovación colaborativa en tu empresa.pdf,,0.539928,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[-0.0341, -0.0426, 0.0071, -0.04, -0.0728, -0.0141, -0.054, 0.0079]","Claves para crear una cultura de innovación colaborativa en tu empresa | CEEI Elche | Infografias | pdf | Claves para crear una cultura de innovación colaborativa en tu empresa CEEI Elche Infografias pdf FIN AN CIA: CO O RD IN A: FOMENTAR LA DIVERSIDAD Y LA INCLUSIÓN La diversidad de perspectivas y experiencias es muy útil para generar grandes conversaciones y reflexiones. Incentiva la participación de empleados de diferentes antecedentes, departamentos y niveles jerárquicos. ESTABLECER UN ENTOR"
perfil_003_consultor_silver,Consultor senior Silver en transición,2,doc_0225,Asistencia a personas mayores,CEEI Elche,Modelos_de_Negocio_texto,txt,data/raw/ceei_elche/pdf/Modelos_de_Negocio_texto/Asistencia a personas mayores.txt,https://ceeielche.emprenemjunts.es/?op=13&n=18261,0.509951,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[-0.0777, 0.1136, 0.0256, -0.0059, 0.0245, 0.0233, 0.0267, 0.0087]","Asistencia a personas mayores | CEEI Elche | Modelos_de_Negocio_texto | txt | https://ceeielche.emprenemjunts.es/?op=13&n=18261 | Asistencia a personas mayores CEEI Elche Modelos_de_Negocio_texto txt https://ceeielche.emprenemjunts.es/?op=13&n=18261 Titulo: Asistencia a personas mayores URL: https://ceeielche.emprenemjunts.es/?op=13&n=18261 Asistencia a personas mayores Asistencia a personas mayores miércoles, 26 de enero de 2022 Centro Europeo de Empresas e Innovación de Valencia Descargar arch"
perfil_003_consultor_silver,Consultor senior Silver en transición,3,doc_0117,Residencias de la Tercera Edad,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Residencias de la Tercera Edad.pdf,,0.508508,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[-0.0219, 0.0042, 0.0523, 0.0072, 0.0299, -0.012, -0.093, 0.0205]","Residencias de la Tercera Edad | CEEI Elche | Fichas | pdf | Residencias de la Tercera Edad CEEI Elche Fichas pdf CONTEXTO SECTORIAL Existen dos formas de prestar servicios a la tercera edad: atención en el centro (residencias, centros de día, vivien- das tuteladas, centros especializados de atención a personas mayores y hogares-clubes de la 3ª edad) y atención domiciliaria (teleasistencia, servicio de ayuda a domicilio y programas). En 2015, las residencias de la tercera edad en la Comunitat Va"
perfil_003_consultor_silver,Consultor senior Silver en transición,4,doc_0232,Despacho Profesional: Servicios de Consultoría,CEEI Elche,Modelos_de_Negocio_texto,txt,data/raw/ceei_elche/pdf/Modelos_de_Negocio_texto/Despacho Profesional_ Servicios de Consultoría.txt,https://ceeielche.emprenemjunts.es/?op=13&n=21519,0.494936,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[-0.056, -0.0135, -0.0214, 0.0153, -0.1003, -0.014, -0.0149, 0.0699]","Despacho Profesional: Servicios de Consultoría | CEEI Elche | Modelos_de_Negocio_texto | txt | https://ceeielche.emprenemjunts.es/?op=13&n=21519 | Despacho Profesional: Servicios de Consultoría CEEI Elche Modelos_de_Negocio_texto txt https://ceeielche.emprenemjunts.es/?op=13&n=21519 Titulo: Despacho Profesional: Servicios de Consultoría URL: https://ceeielche.emprenemjunts.es/?op=13&n=21519 Despacho Profesional: Servicios de Consultoría Despacho Profesional: Servicios de Consultoría viernes, 01"
perfil_003_consultor_silver,Consultor senior Silver en transición,5,doc_0050,Community Manager,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Community Manager.pdf,,0.493353,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[0.0141, -0.034, 0.0585, 0.0153, 0.0018, -0.0455, -0.0258, 0.0295]","Community Manager | CEEI Elche | Fichas | pdf | Community Manager CEEI Elche Fichas pdf Fichas de Actividades Empresariales www.recursosparaemprendedores.es CONTEXTO SECTORIAL En el contexto actual en el que los consumidores emplean cada vez más el medio digital para informarse sobre las empresas, sus marcas, la aparición de nuevos productos e incluso la compra de los mismos, es necesario que las organizaciones se posicionen correctamente. Este aspecto fomenta la aparición de perfiles como el de"
perfil_003_consultor_silver,Consultor senior Silver en transición,6,doc_0041,Centros de Día,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Centros de Día.pdf,,0.486639,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[0.0088, 0.0142, 0.0269, 0.0633, 0.0328, -0.0074, -0.0508, -0.0031]","Centros de Día | CEEI Elche | Fichas | pdf | Centros de Día CEEI Elche Fichas pdf Centros de Día CONTEXTO SECTORIAL Existen dos formas de prestar servicios a la tercera edad: atención en el centro (residencias, centros de día, vivien- das tuteladas, centros especializados de atención a perso- nas mayores y hogares-clubes de la 3ª edad) y atención domiciliaria (teleasistencia, servicio de ayuda a domicilio y programas). En 2015, los centros de día de atención a personas mayores dependientes en la"
perfil_003_consultor_silver,Consultor senior Silver en transición,7,doc_0116,Reparaciones en el Hogar,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Reparaciones en el Hogar.pdf,,0.461834,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[-0.0868, -0.0228, 0.0369, 0.0288, -0.0128, -0.0096, -0.051, 0.0281]",Reparaciones en el Hogar | CEEI Elche | Fichas | pdf | Reparaciones en el Hogar CEEI Elche Fichas pdf AMENAZAS Multitud de oferta especializada y facilidad para la entrada de nuevos competidores Aparición de nuevos grupos empresariales y franquicias Existencia de una competencia vía precio Economía sumergida y competencia de no profesionales PUNTOS FUERTES Necesidad de prestación de un servicio urgente Posibilidad de crecimiento vía diferenciación Importante número de clientes Estructura flexibl
perfil_003_consultor_silver,Consultor senior Silver en transición,8,doc_0010,Guía de apoyo Listado de Guías de Actividades Emp,CEEI Elche,General,pdf,data/raw/ceei_elche/original/Guía de apoyo Listado de Guías de Actividades Emp.pdf,,0.457764,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[-0.0123, 0.0414, 0.0536, 0.0637, 0.039, 0.0035, 0.0047, 0.0122]","Guía de apoyo Listado de Guías de Actividades Emp | CEEI Elche | General | pdf | Guía de apoyo Listado de Guías de Actividades Emp CEEI Elche General pdf 1 GUÍAS DE ACTIVIDADES EMPRESARIALES (www.guiasceei.com) Actividades de asesoría, consultoría e investigación  Agencias de exportación  Consultoría de prevención de riesgos laborales  Despachos profesionales  Empresas de I+D  Gabinetes de diseño industrial  Gestión cultural  Gestión de patrimonio cultural  Gestoría administrativa  Cons"
